 0.4800	 0.9408	 0.0050
 0.4825	 0.9730	 0.0092
 0.4850	 0.9488	 0.0128
 0.4875	 0.9765	 0.0141
 0.4900	 0.9722	 0.0077
 0.4925	 0.9494	 0.0115
 0.4950	 0.9617	 0.0152
 0.4975	 0.9558	 0.0059
 0.5000	 0.9657	 0.0068
 0.5025	 0.9517	 0.0093
 0.5050	 0.9566	 0.0093
 0.5075	 0.9481	 0.0093
 0.5100	 0.9875	 0.0073
 0.5125	 0.9774	 0.0155
 0.5150	 0.9694	 0.0085
 0.5175	 0.9601	 0.0039
 0.5200	 1.0048	 0.0158
 0.5225	 0.9867	 0.0085
 0.5250	 0.9847	 0.0081
 0.5275	 1.0013	 0.0200
 0.5300	 0.9910	 0.0113
 0.5325	 0.9969	 0.0108
 0.5350	 0.9752	 0.0109
 0.5375	 0.9845	 0.0110
 0.5400	 1.0005	 0.0191
 0.5425	 1.0116	 0.0287
 0.5450	 0.9790	 0.0174
 0.5475	 0.9846	 0.0140
 0.5500	 0.9991	 0.0061
 0.5525	 1.0027	 0.0085
 0.5550	 0.9785	 0.0107
 0.5575	 0.9654	 0.0063
 0.5600	 1.0111	 0.0069
 0.5625	 1.0136	 0.0083
 0.5650	 1.0172	 0.0135
 0.5675	 1.0201	 0.0079
 0.5700	 1.0372	 0.0111
 0.5725	 1.0489	 0.0172
 0.5750	 1.0489	 0.0079
 0.5775	 1.0622	 0.0113
 0.5800	 1.0451	 0.0077
 0.5825	 1.0759	 0.0111
 0.5850	 1.0799	 0.0101
 0.5875	 1.0658	 0.0111
 0.5900	 1.0855	 0.0238
 0.5925	 1.0634	 0.0142
 0.5950	 1.0758	 0.0160
 0.5975	 1.0785	 0.0120
 0.6000	 1.0652	 0.0158
 0.6025	 1.0739	 0.0077
 0.6050	 1.0806	 0.0150
 0.6075	 1.0556	 0.0071
 0.6100	 1.0843	 0.0133
 0.6125	 1.0880	 0.0167
 0.6150	 1.0907	 0.0065
 0.6175	 1.0909	 0.0075
 0.6200	 1.0692	 0.0091
 0.6225	 1.1045	 0.0109
 0.6250	 1.0994	 0.0078
 0.6275	 1.1226	 0.0355
 0.6300	 1.0908	 0.0083
 0.6325	 1.1116	 0.0092
 0.6350	 1.1059	 0.0086
 0.6375	 1.1139	 0.0140
 0.6400	 1.1156	 0.0090
 0.6425	 1.1254	 0.0096
 0.6450	 1.1121	 0.0148
 0.6475	 1.0864	 0.0130
 0.6500	 1.0956	 0.0188
 0.6525	 1.0968	 0.0131
 0.6550	 1.1200	 0.0274
 0.6575	 1.1288	 0.0239
 0.6600	 1.1262	 0.0151
 0.6625	 1.1281	 0.0147
 0.6650	 1.1184	 0.0059
 0.6675	 1.1490	 0.0106
 0.6700	 1.1538	 0.0103
 0.6725	 1.1585	 0.0142
 0.6775	 1.1579	 0.0173
 0.6800	 1.1721	 0.0136
 0.6825	 1.1784	 0.0190
 0.6850	 1.1599	 0.0228
 0.6875	 1.1666	 0.0122
 0.6900	 1.1703	 0.0180
 0.6925	 1.1432	 0.0184
 0.6950	 1.1585	 0.0264
 0.6975	 1.1634	 0.0131
 0.7000	 1.1677	 0.0104
 0.7025	 1.1506	 0.0132
 0.7050	 1.1462	 0.0125
 0.7075	 1.1848	 0.0203
 0.7100	 1.1669	 0.0118
 0.7125	 1.1759	 0.0119
 0.7150	 1.1735	 0.0124
 0.7175	 1.1349	 0.0199
 0.7200	 1.1748	 0.0153
 0.7225	 1.1814	 0.0095
 0.7250	 1.1766	 0.0241
 0.7275	 1.2025	 0.0203
 0.7300	 1.1850	 0.0123
 0.7325	 1.1557	 0.0100
 0.7350	 1.1884	 0.0190
 0.7375	 1.2026	 0.0127
 0.7400	 1.2294	 0.0121
 0.7425	 1.2160	 0.0109
 0.7450	 1.2257	 0.0189
 0.7475	 1.2164	 0.0126
 0.7500	 1.2447	 0.0086
 0.7525	 1.2344	 0.0059
 0.7550	 1.1993	 0.0107
 0.7575	 1.2462	 0.0089
 0.7600	 1.2001	 0.0602
 0.7625	 1.2076	 0.0155
 0.7650	 1.2247	 0.0274
 0.7675	 1.2340	 0.0265
 0.7700	 1.3126	 0.0111
 0.7725	 1.2498	 0.0248
 0.7750	 1.2501	 0.0231
 0.7775	 1.2484	 0.0221
 0.7800	 1.2267	 0.0244
 0.7825	 1.2708	 0.0149
 0.7850	 1.2165	 0.0308
 0.7875	 1.2195	 0.0198
 0.7900	 1.2334	 0.0446
 0.7925	 1.2578	 0.0280
 0.7950	 1.3235	 0.0406
 0.7975	 1.2751	 0.0574
 0.8000	 1.3396	 0.0726
 0.8075	 1.2783	 0.0280
 0.8100	 1.2940	 0.0301
 0.8125	 1.2792	 0.0065
 0.8150	 1.3004	 0.0322
 0.8175	 1.3058	 0.0205
 0.8200	 1.2965	 0.0110
 0.8225	 1.3253	 0.0240
 0.8250	 1.3079	 0.0237
 0.8275	 1.3680	 0.0241
 0.8300	 1.3086	 0.0458
 0.8325	 1.3748	 0.0240
 0.8350	 1.2931	 0.0508
 0.8375	 1.2754	 0.0272
 0.8400	 1.2943	 0.0171
 0.8425	 1.2798	 0.0347
 0.8475	 1.2870	 0.0074
 0.8500	 1.2777	 0.0244
 0.8525	 1.3083	 0.0117
 0.8550	 1.3269	 0.0128
 0.8575	 1.3266	 0.0157
 0.8600	 1.3247	 0.0214
 0.8625	 1.2630	 0.0143
 0.8650	 1.3588	 0.0270
 0.8675	 1.4059	 0.0341
 0.8700	 1.3480	 0.0139
 0.8725	 1.3496	 0.0081
 0.8750	 1.4253	 0.0314
 0.8775	 1.4414	 0.0322
 0.8800	 1.3322	 0.0177
 0.8825	 1.4825	 0.0648
 0.8850	 1.1883	 0.0476
 0.8875	 1.3116	 0.0363
 0.8900	 1.2798	 0.0922
 0.8925	 1.2814	 0.0416
 0.8950	 1.2598	 0.0263
 0.8975	 1.2636	 0.0278
 0.9000	 1.3195	 0.0148
 0.9025	 1.3624	 0.0100
 0.9050	 1.3625	 0.0124
 0.9075	 1.3686	 0.0091
 0.9100	 1.3359	 0.0245
 0.9125	 1.3596	 0.0143
 0.9150	 1.3459	 0.0146
 0.9175	 1.3588	 0.0113
 0.9200	 1.3388	 0.0089
 0.9225	 1.3708	 0.0131
 0.9250	 1.3518	 0.0209
 0.9275	 1.3602	 0.0108
 0.9300	 1.3705	 0.0292
