 0.5200	 1.0205	 0.0568
 0.5225	 0.9957	 0.0582
 0.5250	 0.9384	 0.0457
 0.5275	 1.0182	 0.0237
 0.5300	 0.9570	 0.0136
 0.5325	 0.9917	 0.0534
 0.5350	 1.0133	 0.0084
 0.5375	 0.9323	 0.0210
 0.5400	 0.9666	 0.0086
 0.5425	 0.9777	 0.0599
 0.5450	 0.9931	 0.0170
 0.5475	 1.0105	 0.0374
 0.5500	 1.0430	 0.0582
 0.5525	 1.0295	 0.0138
 0.5550	 0.9346	 0.0689
 0.5575	 1.0210	 0.0747
 0.5600	 0.9545	 0.0417
 0.5625	 0.9884	 0.0010
 0.5650	 1.0609	 0.0419
 0.5675	 1.0828	 0.0397
 0.5700	 1.1051	 0.0528
 0.5725	 1.0552	 0.0198
 0.5750	 0.9974	 0.0337
 0.5775	 1.0845	 0.0471
 0.5800	 1.0732	 0.0708
 0.5825	 1.0297	 0.0190
 0.5850	 1.0083	 0.0299
 0.5875	 0.9938	 0.0095
 0.5900	 1.1220	 0.1152
 0.5925	 1.0685	 0.0385
 0.5950	 1.1205	 0.0226
 0.5975	 1.1423	 0.0882
 0.6000	 1.0192	 0.0429
 0.6025	 1.1126	 0.0403
 0.6050	 1.0488	 0.0278
 0.6075	 1.0630	 0.0051
 0.6100	 1.0887	 0.0335
 0.6125	 1.0129	 0.0225
 0.6150	 1.0588	 0.0083
 0.6175	 1.0859	 0.0104
 0.6200	 1.0643	 0.0107
 0.6225	 1.0562	 0.0450
 0.6250	 1.0835	 0.0087
 0.6275	 1.0757	 0.0261
 0.6300	 1.1064	 0.0330
 0.6325	 1.0544	 0.0510
 0.6350	 1.0830	 0.0077
 0.6375	 1.1054	 0.0202
 0.6400	 1.0915	 0.0385
 0.6425	 1.0817	 0.0125
 0.6450	 1.0954	 0.0056
 0.6475	 1.0449	 0.0343
 0.6500	 1.0955	 0.0243
 0.6525	 1.1049	 0.0129
 0.6550	 1.0027	 0.0771
 0.6575	 1.1949	 0.0502
 0.6600	 1.1018	 0.0159
 0.6625	 1.0790	 0.0356
 0.6650	 1.0769	 0.0166
 0.6675	 1.0755	 0.0317
 0.6700	 1.0844	 0.0215
 0.6725	 1.0810	 0.0117
 0.6750	 1.0714	 0.0350
 0.6775	 1.0898	 0.0207
 0.6800	 1.0957	 0.0180
 0.6825	 1.1293	 0.0218
 0.6850	 1.0454	 0.0377
 0.6875	 1.0224	 0.0435
 0.6900	 1.1465	 0.0314
 0.6925	 1.1056	 0.0301
 0.6950	 1.1092	 0.0099
 0.6975	 1.1314	 0.0305
 0.7000	 1.0845	 0.0405
 0.7025	 1.0942	 0.0070
 0.7050	 1.1459	 0.0328
 0.7075	 1.1068	 0.0511
 0.7100	 1.1019	 0.0569
 0.7125	 1.0476	 0.0576
 0.7150	 1.0194	 0.0680
 0.7175	 0.9297	 0.0665
 0.7200	 1.1401	 0.0062
 0.7225	 1.0967	 0.0468
 0.7250	 1.1534	 0.0538
 0.7275	 1.0755	 0.0374
 0.7300	 1.1045	 0.0922
 0.7325	 1.2317	 0.0877
 0.7350	 1.0819	 0.1893
 0.7375	 1.0746	 0.0381
 0.7400	 1.1420	 0.0108
 0.7425	 1.1709	 0.0092
 0.7450	 1.0855	 0.0312
 0.7475	 1.0888	 0.0091
 0.7500	 1.0827	 0.0294
 0.7525	 1.1124	 0.0201
 0.7550	 1.0860	 0.0325
 0.7575	 1.0043	 0.0423
 0.7625	 1.1846	 0.0310
 0.7650	 1.2949	 0.0682
 0.7675	 1.2028	 0.0592
 0.7700	 1.0344	 0.0659
 0.7725	 1.0574	 0.0164
 0.7750	 1.2110	 0.0836
 0.7775	 1.0777	 0.0511
 0.7800	 1.1456	 0.0238
 0.7825	 1.0644	 0.0595
 0.7850	 1.1227	 0.0525
 0.7875	 1.1383	 0.0831
 0.7900	 1.1270	 0.0743
 0.7925	 1.1067	 0.0481
 0.7950	 0.9066	 0.1225
 0.7975	 1.1248	 0.0256
 0.8000	 1.0539	 0.0574
 0.8025	 1.0070	 0.0742
 0.8050	 1.0460	 0.1472
 0.8075	 0.9362	 0.1077
 0.8100	 0.9537	 0.1133
 0.8125	 0.9024	 0.1024
 0.8150	 0.9020	 0.0766
 0.8175	 0.9554	 0.0185
 0.8200	 0.9942	 0.0755
 0.8225	 0.9198	 0.0192
 0.8250	 1.0111	 0.0057
 0.8300	 0.8998	 0.1201
 0.8325	 0.8916	 0.0256
 0.8375	 0.9048	 0.0526
 0.8400	 0.8591	 0.0834
 0.8425	 0.9541	 0.1151
 0.8450	 0.8239	 0.1003
 0.8475	 0.9070	 0.0803
 0.8500	 0.9035	 0.1015
 0.8525	 0.8293	 0.0422
 0.8550	 0.9588	 0.0537
 0.8575	 0.9191	 0.0581
 0.8600	 0.8623	 0.0520
 0.8625	 0.8959	 0.1178
 0.8650	 0.7990	 0.0487
 0.8675	 0.9468	 0.0622
 0.8700	 0.8554	 0.0442
 0.8725	 0.8114	 0.1142
 0.8750	 0.7041	 0.2342
 0.8775	 0.9731	 0.0857
 0.8800	 0.9405	 0.0517
 0.8825	 0.9310	 0.0369
 0.8850	 0.7983	 0.2025
 0.8875	 0.9030	 0.1034
 0.8900	 0.6449	 0.2169
 0.8925	 0.9171	 0.1526
 0.8950	 0.8786	 0.0900
 0.8975	 0.6644	 0.0802
 0.9000	 0.9770	 0.0370
 0.9025	 0.7660	 0.0243
 0.9075	 0.7302	 0.0917
 0.9100	 0.6989	 0.1345
 0.9125	 0.6809	 0.1439
 0.9150	 0.7866	 0.1785
 0.9175	 0.7941	 0.1193
 0.9200	 0.8705	 0.0181
 0.9225	 0.6890	 0.1122
 0.9250	 0.7905	 0.0623
 0.9275	 0.7066	 0.0436
