 0.5100	 0.9808	 0.0108
 0.5125	 0.9596	 0.0141
 0.5175	 0.9698	 0.0102
 0.5200	 1.0081	 0.0105
 0.5225	 0.9916	 0.0100
 0.5250	 0.9599	 0.0105
 0.5300	 0.9872	 0.0105
 0.5325	 0.9958	 0.0100
 0.5350	 0.9860	 0.0114
 0.5375	 0.9580	 0.0128
 0.5400	 0.9989	 0.0147
 0.5425	 0.9850	 0.0224
 0.5450	 0.9997	 0.0103
 0.5475	 0.9957	 0.0142
 0.5500	 1.0253	 0.0111
 0.5525	 1.0192	 0.0101
 0.5550	 1.0138	 0.0103
 0.5575	 1.0145	 0.0191
 0.5600	 1.0144	 0.0104
 0.5625	 1.0017	 0.0107
 0.5650	 0.9977	 0.0124
 0.5675	 0.9944	 0.0101
 0.5700	 1.0279	 0.0253
 0.5725	 1.0226	 0.0105
 0.5750	 1.0275	 0.0101
 0.5775	 1.0312	 0.0194
 0.5800	 1.0233	 0.0106
 0.5825	 1.0275	 0.0105
 0.5850	 1.0167	 0.0130
 0.5875	 1.0065	 0.0268
 0.5925	 1.0255	 0.0214
 0.5950	 1.0172	 0.0143
 0.5975	 1.0321	 0.0169
 0.6000	 1.0530	 0.0311
 0.6025	 1.0514	 0.0129
 0.6050	 1.0129	 0.0127
 0.6075	 1.0268	 0.0137
 0.6100	 1.0063	 0.0117
 0.6125	 1.0204	 0.0121
 0.6150	 1.0128	 0.0112
 0.6175	 1.0484	 0.0111
 0.6200	 1.0348	 0.0111
 0.6225	 0.9915	 0.0155
 0.6250	 1.0401	 0.0099
 0.6275	 1.0032	 0.0133
 0.6300	 1.0508	 0.0098
 0.6325	 1.0471	 0.0102
 0.6350	 1.0217	 0.0092
 0.6375	 1.0490	 0.0115
 0.6400	 1.0099	 0.0128
 0.6425	 1.0521	 0.0103
 0.6450	 1.0249	 0.0206
 0.6475	 1.0289	 0.0106
 0.6500	 1.0516	 0.0104
 0.6525	 1.0428	 0.0128
 0.6600	 1.0686	 0.0101
 0.6625	 1.0358	 0.0103
 0.6650	 1.0523	 0.0077
 0.6675	 1.0479	 0.0117
 0.6700	 1.0461	 0.0105
 0.6725	 1.0491	 0.0227
 0.6750	 1.0661	 0.0103
 0.6775	 1.0605	 0.0102
 0.6800	 1.0692	 0.0034
 0.6825	 1.0497	 0.0073
 0.6850	 1.0527	 0.0182
 0.6875	 1.0119	 0.0108
 0.6925	 1.0430	 0.0251
 0.6950	 1.0544	 0.0095
 0.6975	 1.0506	 0.0094
 0.7000	 1.0394	 0.0165
 0.7025	 1.0335	 0.0129
 0.7050	 1.0794	 0.0102
 0.7075	 1.0478	 0.0118
 0.7100	 1.0519	 0.0105
 0.7125	 1.0317	 0.0054
 0.7150	 1.0391	 0.0125
 0.7200	 1.1022	 0.0125
 0.7225	 1.0724	 0.0127
 0.7250	 1.0585	 0.0298
 0.7275	 1.0918	 0.0053
 0.7300	 1.0471	 0.0146
 0.7350	 1.0900	 0.0147
 0.7375	 1.0523	 0.0103
 0.7400	 1.0605	 0.0198
 0.7425	 1.0582	 0.0117
 0.7450	 1.0563	 0.0210
 0.7500	 1.0438	 0.0297
 0.7525	 1.0518	 0.0858
 0.7550	 1.0280	 0.0132
 0.7575	 1.0001	 0.0097
 0.7700	 1.0288	 0.0926
 0.7725	 1.0108	 0.0318
 0.7750	 1.0694	 0.0104
 0.7775	 1.0251	 0.0307
 0.7800	 1.0254	 0.0185
 0.7825	 1.0495	 0.0189
 0.7850	 1.0453	 0.0108
 0.7875	 1.0149	 0.0089
 0.7900	 0.9842	 0.0085
 0.7925	 1.0170	 0.0214
 0.7950	 1.0292	 0.0338
 0.7975	 0.9621	 0.0103
 0.8000	 1.0049	 0.0039
 0.8025	 0.9510	 0.0103
 0.8050	 0.9703	 0.0110
 0.8075	 0.9543	 0.0107
 0.8100	 0.9240	 0.0103
 0.8125	 0.9162	 0.0125
 0.8150	 0.8637	 0.0160
 0.8175	 0.9697	 0.0078
 0.8200	 1.0218	 0.0105
 0.8225	 0.8777	 0.0257
 0.8250	 0.9891	 0.0103
 0.8275	 0.8551	 0.0011
 0.8300	 0.9111	 0.0077
 0.8325	 0.8794	 0.0171
 0.8350	 0.8463	 0.0454
 0.8375	 0.8624	 0.0291
 0.8400	 0.8961	 0.0138
 0.8450	 0.9338	 0.0488
 0.8475	 0.8437	 0.0337
 0.8500	 0.9446	 0.0675
 0.8525	 0.8321	 0.0164
 0.8575	 0.8930	 0.0167
 0.8600	 0.8869	 0.0501
 0.8625	 0.8668	 0.0109
 0.8650	 0.7984	 0.0131
 0.8700	 0.8641	 0.0185
 0.8750	 0.7653	 0.0182
 0.8775	 0.8830	 0.0392
 0.8800	 0.8220	 0.0092
 0.8825	 0.7477	 0.0780
 0.8875	 0.7226	 0.0449
 0.8900	 0.8052	 0.0516
 0.8950	 0.7752	 0.0409
 0.8975	 0.7322	 0.0314
 0.9000	 0.8822	 0.0589
 0.9025	 0.8631	 0.0566
 0.9100	 0.7767	 0.0386
 0.9125	 0.7819	 0.0274
 0.9175	 0.7976	 0.0885
 0.9225	 0.8462	 0.0248
 0.9250	 0.7766	 0.0343
